adress,bond,name,rssi,time,type
5D:3C:5E:4A:36:8F,10,NA,-75,1544786742457,2
EC:B3:56:F2:BB:14,10,NA,-88,1544786742474,2
5D:3C:5E:4A:36:8F,10,NA,-74,1544786742484,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786742517,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786742584,2
5D:3C:5E:4A:36:8F,10,NA,-77,1544786742679,2
5A:EB:24:BB:09:64,10,NA,-71,1544786742705,2
5D:3C:5E:4A:36:8F,10,NA,-74,1544786742711,2
5D:3C:5E:4A:36:8F,10,NA,-75,1544786742774,2
5D:3C:5E:4A:36:8F,10,NA,-71,1544786742810,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786742895,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786742907,2
5D:3C:5E:4A:36:8F,10,NA,-83,1544786743070,2
EC:08:9C:E1:18:36,10,NA,-87,1544786743071,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786743077,2
5D:3C:5E:4A:36:8F,10,NA,-71,1544786743078,2
68:16:DD:A0:68:AE,10,NA,-79,1544786743080,2
5D:3C:5E:4A:36:8F,10,NA,-72,1544786743082,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786743091,2
5D:3C:5E:4A:36:8F,10,NA,-72,1544786743098,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786743159,2
5C:C0:D7:F0:F7:F4,10,NA,-84,1544786743177,2
5D:3C:5E:4A:36:8F,10,NA,-69,1544786743189,2
5D:3C:5E:4A:36:8F,10,NA,-70,1544786743231,2
5D:3C:5E:4A:36:8F,10,NA,-67,1544786743285,2
5D:3C:5E:4A:36:8F,10,NA,-67,1544786743318,2
5D:3C:5E:4A:36:8F,10,NA,-68,1544786743348,2
5D:3C:5E:4A:36:8F,10,NA,-67,1544786743381,2
5D:3C:5E:4A:36:8F,10,NA,-67,1544786743414,2
5C:C0:D7:F0:F7:F4,10,NA,-86,1544786743451,2
5D:3C:5E:4A:36:8F,10,NA,-70,1544786743511,2
EC:63:E8:D7:3B:3E,10,NA,-85,1544786743545,2
5D:3C:5E:4A:36:8F,10,NA,-69,1544786743573,2
5D:3C:5E:4A:36:8F,10,NA,-76,1544786743704,2
5D:3C:5E:4A:36:8F,10,NA,-73,1544786743765,2
5A:EB:24:BB:09:64,10,NA,-67,1544786744082,2
5D:3C:5E:4A:36:8F,10,NA,-88,1544786749255,2
51:FD:FF:DB:9D:CF,10,NA,-82,1544786749329,2
5C:F1:72:81:84:19,10,NA,-87,1544786749371,2
EC:BB:E9:A7:38:CD,10,NA,-99,1544786749397,2
77:03:6D:A6:17:BD,10,NA,-80,1544786749625,2
5D:3C:5E:4A:36:8F,10,NA,-83,1544786749674,2
5D:3C:5E:4A:36:8F,10,NA,-93,1544786749767,2
5D:3C:5E:4A:36:8F,10,NA,-85,1544786749838,2
77:03:6D:A6:17:BD,10,NA,-77,1544786749896,2
5D:3C:5E:4A:36:8F,10,NA,-85,1544786749980,2
63:EA:13:86:8F:C2,10,NA,-91,1544786750155,2
5D:3C:5E:4A:36:8F,10,NA,-90,1544786750192,2
54:C5:6D:0D:84:6B,10,NA,-94,1544786750460,2
6E:84:18:8B:65:5D,10,NA,-90,1544786750589,2
EC:63:E8:D7:3B:3E,10,NA,-86,1544786750596,2
70:30:38:E7:21:9A,10,NA,-72,1544786750705,2
EC:96:D6:EC:F2:13,10,NA,-95,1544786750913,2
5D:3C:5E:4A:36:8F,10,NA,-89,1544786750927,2
5D:3C:5E:4A:36:8F,10,NA,-89,1544786752229,2
